clade_name	NCBI_tax_id	ERR6282383_BCN-08_1_profile	ERR6282298_BCN-03_1_profile	ERR6282137_BCN-07_1_profile	ERR6282070_BCN-06_1_profile	ERR6281997_BCN-01_1_profile	ERR6281944_BCN-04_1_profile	ERR6281942_PRIMM0004_profile	ERR6281941_BCN-12_1_profile	ERR6281939_BCN-05_1_profile	ERR6281751_PRIMM0001_profile	ERR6281677_BCN-09_1_profile	ERR6281658_BCN-10_1_profile	ERR6281586_BCN-11_1_profile	ERR6281518_PRIMM0029_profile	ERR6281505_PRIMM0002_profile	ERR6281504_PRIMM0007_profile	ERR6281500_PRIMM0017_profile	ERR6281499_PRIMM0003_profile	ERR6281448_PRIMM0013_profile	ERR6281434_PRIMM0059_profile	ERR6281433_PRIMM0005_profile	ERR6281432_PRIMM0044_profile	ERR6281431_PRIMM0008_profile	ERR6281344_PRIMM0032_profile	ERR6281343_PRIMM0062_profile	ERR6281342_PRIMM0030_profile	ERR6281341_PRIMM0060_profile	ERR6281340_PRIMM0035_profile	ERR6281000_PRIMM0078_profile	ERR6280948_PRIMM0050_profile	ERR6280910_PRIMM0064_profile	ERR6280907_PRIMM0080_profile	ERR6280899_PRIMM0111_profile	ERR6279683_PRIMM0068_profile	ERR6279682_PRIMM0077_profile	ERR6279681_PRIMM0117_profile	ERR6279680_PRIMM0079_profile	ERR6279679_PRIMM0087_profile	ERR6279678_PRIMM0091_profile	ERR6279677_PRIMM0109_profile	ERR6279676_PRIMM0116_profile	ERR6279675_PRIMM0088_profile	ERR6279674_PRIMM0113_profile	ERR6279673_PRIMM0094_profile	ERR6279672_PRIMM0137_profile	ERR6279671_PRIMM0129_profile	ERR6279670_PRIMM0171_profile	ERR6279669_PRIMM0201_profile	ERR6279668_PRIMM0123_profile	ERR6279667_PRIMM0140_profile	ERR6279666_PRIMM0159_profile	ERR6279665_PRIMM0143_profile	ERR6279664_PRIMM0155_profile	ERR6279663_PRIMM0154_profile	ERR6279662_PRIMM0162_profile	ERR6279661_PRIMM0204_profile	ERR6279660_PRIMM0168_profile	ERR6279659_PRIMM0178_profile	ERR6279658_PRIMM0166_profile	ERR6279657_PRIMM0261_profile	ERR6279656_PRIMM0181_profile	ERR6279655_PRIMM0241_profile	ERR6279654_PRIMM0197_profile	ERR6279653_PRIMM0193_profile	ERR6279652_PRIMM0199_profile	ERR6279651_PRIMM0210_profile	ERR6279650_PRIMM0215_profile	ERR6279649_PRIMM0218_profile	ERR6279648_PRIMM0220_profile	ERR6279647_PRIMM0256_profile	ERR6279646_PRIMM0219_profile	ERR6279645_PRIMM0232_profile	ERR6279644_PRIMM0234_profile	ERR6279629_PRIMM0240_profile	ERR6279628_PRIMM0266_profile	ERR6279627_PRIMM0242_profile	ERR6279626_PRIMM0271_profile	ERR6279625_PRIMM0264_profile	ERR6279624_PRIMM0331_profile	ERR6279623_PRIMM0276_profile	ERR6279622_PRIMM0308_profile	ERR6279621_PRIMM0278_profile	ERR6279620_PRIMM0281_profile	ERR6279619_PRIMM0300_profile	ERR6279618_PRIMM0541_profile	ERR6279616_PRIMM0301_profile	ERR6279615_PRIMM0287_profile	ERR6279614_PRIMM0325_profile	ERR6275684_PRIMM0310_profile	ERR6275683_PRIMM0521_profile	ERR6275682_PRIMM0516_profile	ERR6275681_PRIMM0328_profile	ERR6275680_PRIMM0532_profile	ERR6275679_PRIMM0526_profile	ERR6275678_PRIMM0525_profile	ERR6275677_PRIMM0546_profile	ERR6275676_PRIMM0536_profile	ERR6275675_PRIMM0543_profile	ERR6275674_PRIMM0573_profile	ERR6275673_PRIMM0559_profile	ERR6275672_PRIMM0544_profile	ERR6275671_PRIMM0549_profile	ERR6275670_PRIMM0551_profile	ERR6275669_PRIMM0557_profile	ERR6275668_PRIMM0575_profile	ERR6275667_PRIMM0561_profile	ERR6275666_PRIMM0567_profile	ERR6275665_PRIMM0565_profile	ERR6275664_PRIMM0563_profile	ERR6275663_PRIMM0571_profile	ERR6275661_PRIMM0354_profile	ERR6275659_PRIMM0569_profile	ERR6275652_PRIMM0576_profile	ERR6273965_PRIMM0602_profile	ERR6271721_PRIMM0601_profile	ERR6271720_PRIMM0578_profile	ERR6271719_PRIMM0590_profile	ERR6267712_PRIMM0594_profile	ERR6267711_PRIMM0589_profile	ERR6264281_PRIMM0365_profile	ERR6264280_PRIMM0610_profile	ERR6257997_PRIMM0597_profile	ERR6254871_PRIMM0352_profile	ERR6254870_PRIMM0353_profile	ERR6254869_PRIMM0611_profile	ERR6248618_PRIMM0361_profile	ERR6243880_PRIMM0381_profile	ERR6243879_PRIMM0357_profile	ERR6243878_PRIMM0383_profile	ERR6243877_PRIMM0380_profile	ERR6239139_PRIMM0391_profile	ERR6239138_PRIMM0378_profile	ERR6236131_PRIMM0394_profile	ERR6235718_PRIMM0398_profile	ERR6235717_PRIMM0386_profile	ERR6235716_PRIMM0387_profile	ERR6233695_PRIMM0511_profile	ERR6233694_PRIMM0417_profile	ERR6233693_PRIMM0399_profile	ERR6233692_PRIMM0403_profile	ERR6232688_PRIMM0411_profile	ERR6232687_PRIMM0404_profile	ERR6232686_PRIMM0422_profile	ERR6232529_PRIMM0421_profile	ERR6232528_PRIMM0423_profile	ERR6232527_PRIMM0445_profile	ERR6232526_PRIMM0424_profile	ERR6232525_PRIMM0426_profile	ERR6232524_PRIMM0473_profile	ERR6232523_PRIMM0427_profile	ERR6232522_PRIMM0435_profile	ERR6232521_PRIMM0434_profile	ERR6232518_PRIMM0447_profile	ERR6232458_PRIMM0460_profile	ERR6232425_PRIMM0455_profile	ERR6232382_PRIMM0461_profile	ERR6231616_PRIMM0474_profile	ERR6231548_PRIMM0467_profile	ERR6231475_PRIMM0498_profile	ERR6230340_PRIMM0477_profile	ERR6230326_PRIMM0483_profile	ERR6230278_PRIMM0475_profile	ERR6230245_PRIMM0513_profile	ERR6229432_BCN-02_1_profile
Streptococcus_vestibularis	2|1239|91061|186826|1300|1301|1343	0	0	0.00173	0.10129	0	0	0	0	0	0	0	0	0	0	0	0	0.00097	0.0985	0	0	0	0.00599	0.061	0.0874	0.02274	0	0	0	0	0	0	0.03103	0.00431	0.25426	0	0	0	0	0.01315	0	0.65191	0	0.03109	0.04236	0	0.01642	0.01589	0.00158	0	0	0	0.00225	0	0	0	0.03446	0.01061	0	0	0.00497	1.15624	0.00509	0	0.0299	0.28865	0.277	0	0.02542	0	0.00809	0	0.64397	0	0	0	0.10121	0	0.03843	0.045	0	0	0	0	0	0	0	0	0	0	0.16166	0	0	0.02063	0.02368	0	0.00208	0.0157	0	0.00439	0	5.32301	0.33052	0	0	0	0.06117	0	0	0	0.19535	0	0.05073	0.00567	0	0	0.01523	0	0.00514	0	0.00305	0	0.01429	0.01875	1.90016	0	0	0.02166	2.15781	0	0.09671	0	0	0.00621	0	0	0	0.01933	0	0.03375	0	0	0	0	0.00505	0	0.01109	0.75457	0	0.02129	0.27104	0	0.02876	0.06865	0.24528	0	0.087	0.02095	0.02794	0.09598	0.00479	0	0	0	0
Streptococcus_viridans	2|1239|91061|186826|1300|1301|78535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04578	0	0	0	0	0	0.0656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10801	0	0.30098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06373	0	0	0	0	0	0	0
Catabacter_hongkongensis	2|1239|186801|186802|424536|270497|270498	0	0	0	0	0	0	0.02501	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03033	0	0	0.0113	0.01373	0.0461	0	0.07138	0	0	0.00163	0.08637	0	0	0.0597	0	0	0.0558	0.03044	0.02545	0	0.00759	0	0	0	0	0.01675	0.06304	0	0	0.08604	0.26003	0.05055	0	0.00086	0	0	0	0	0	0.00622	0	0	0.02602	0.06041	0	0.04321	0	0	0	0.08904	0	0	0	0	0	0	0	0	0.0209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12229	0	0	0	0	0	0	0.057	0	0	0.01052	0	0	0	0	0	0	0	0	0	0	0	0.00049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05188	0	0	0
Christensenella_minuta	2|1239|186801|186802|990719|990721|626937	0	0	0	0	0	0	0	0	0.00782	0	0	0	0	0.00495	0	0	0.01412	0.06751	0	0	0.03268	0	0.00508	0.02361	0.11776	0.18433	0	0.02413	0	0	0	0.2683	0	0	0	0	0	0.01583	0.00156	0.01786	0	0	0	0	0.009	0	0	0	0	0	0.00265	0	0	0.05048	0.00019	0.04975	0	0	0	0	0.00627	0	0	0	0	0.05912	0	0	0	0	0	0.01357	0	0.01182	0.01185	0.02532	0.04134	0	0	0	0.01801	0	0.02846	0	0	0	0	0	0	0	0.00449	0.02923	0	0	0.15673	0	0	0	0	0	0.00218	0	0	0	0.02116	0	0	0	0	0	0.05244	0	0	0	0	0.01107	0	0.03433	0.00219	0.0168	0	0	0	0.0142	0	0	0	0	0	0	0	0	0	0	0.00724	0	0	0	0	0.11149	0	0.01648	0	0	0	0	0	0	0	0.05905	0	0	0	0	0	0	0	0	0	0	0.02373	0	0	0
Butyricicoccus_pullicaecorum	2|1239|186801|186802|31979|580596|501571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Butyribacterium_methylotrophicum	2|1239|186801|186802|31979|1485|1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153	0.00241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_baratii	2|1239|186801|186802|31979|1485|1561	0	0	0.00493	0	0	0	0.00536	0	0	0	0	0	0	0.00621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_bolteae_CAG_59	2|1239|186801|186802|31979|1485|1263064	0	0	0	0.0295	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01453	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02916	0	0	0	0	0.00494	0	0	0	0	0	0.01182	0	0	0	0.00311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_butyricum	2|1239|186801|186802|31979|1485|1492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_cadaveris	2|1239|186801|186802|31979|1485|1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_celatum	2|1239|186801|186802|31979|1485|36834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00376	0	0	0	0	0	0	0	0	0	0.02369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_disporicum	2|1239|186801|186802|31979|1485|84024	0.01468	0	0.02639	0	0	0	0.12338	0.0087	0	0.36764	0	0.16283	0	0.22191	0	0	0.22031	0.49307	0	0.00722	0	0	0.00258	0.58419	0.01476	0	0	0	0.0017	0	0	0.28857	1.0633	0	0.11932	0	0.37396	0	0	0.07814	0	0	0	1.43438	0.01377	0.0589	0.01694	0.03561	0.06831	1.64394	0.00494	0	0.48588	0.30108	0.10833	1.0086	0	0.13196	0	0.03694	0.06441	0	0.3495	0	0	0	0	0.11356	0	0	0	0	0.16638	0	0.01431	0	0.12186	0	0	0	0.00807	0	0	0	0.24156	0	0	0	0	0	0.05925	2.93723	0	0	0	0	0	0	0.01621	0.18722	0.00057	0	0.0014	0.00869	0.98999	0.06359	0.19239	0.0128	0.00254	0.34233	0	0.00302	0	0	0.04827	0.00794	0	0	0	0.01282	0.05778	0.15331	0.0187	0	0.04727	0.02366	0	0	0	0.32272	0	0	0	0.05313	0	0	0.0317	0	0	0	0.00546	0	0	0	0.46317	0	0	0	0.06649	0	0	0	0	0	0.07636	0.00076	0.05954	0	0	0.05859	0	0	0	0
Clostridium_paraputrificum	2|1239|186801|186802|31979|1485|29363	0	0	0.0012	0	0	0	0	0.00191	0	0.08025	0	0.08144	0	0.00137	0	0	0.00467	0	0	0	0	0	0.04589	0.00942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04286	0	0	0	0	2.26195	0.14574	0	0	0	0	0	0.35017	0	0	0	0.00088	0	0	0.00943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01403	0.19722	0	0	0	0.05801	0	0	0.00928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_perfringens	2|1239|186801|186802|31979|1485|1502	0	0	0.02827	0.14496	0	0	0.78385	0	0	0.01251	0	0	0	0.13945	0	0	0	0.02733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11673	0	0	0.12705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01517	0.01109	0.05361	0	0	0	0	0	0	0	0	0	0.00215	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02392	0	0	0.69323	0	0	0	0	0	0	0	0	8.80253	0	0	0	0	0	0	0	0.01569	0	0	0	0	0	0	0	0	0
Clostridium_sp_7_2_43FAA	2|1239|186801|186802|31979|1485|457396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_167	2|1239|186801|186802|31979|1485|1262777	0	0	0	0	0.00425	0	0	0	0	0.0145	0	0	0	0	0	0	0	0	0	0.01141	0	0	0	0	0	0	0	0	0	0	0	0	0.02279	0	0	0.01072	0.00619	0	0.02246	0	0	0	0	0	0.03773	0.10631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02234	0	0	0.03752	0	0	0.02064	0	0.03024	0	0.0051	0	0	0	0	0	0	0.00737	0	0.10598	0	1.02786	0.03067	0.00215	0.02566	0.00787	0.31673	0	0	0	0.18712	0	0	0.0058	0	0	0	0	0.42063	0	0	0	0	0	0	0	0.12816	0	0.00138	0	0	0	0	0	0	0	0	0	0.61845	0	0.00301	0	0	0	0.00708	0	0.00379	0	0	0	0.65916	0	0	0.01244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00538	0.12442	0	0	0	0	0	0.029
Clostridium_sp_CAG_242	2|1239|186801|186802|31979|1485|1262783	0.17499	0	0	0	0	0	0	0	0	0	0	0.1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22867	0.02754	0	0	0	0.01618	0	0	0	0	0	0.00365	0	0.00475	0	0	0	0	0	0	0	0	0	0	0	0	0.00606	0	0	0	0	0	0	0	0	0.03863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15528	0	0	0	0	0	0	0	0.11702	0	0	0	0	0	0	0	0	0.00255	0	0	0	0	0	0	0	0	0	0.01214	0	0.02156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_253	2|1239|186801|186802|31979|1485|1262785	0.19135	0.00371	0	0	0	0	0	0	0	0	0.04961	0	0	0.00012	0	0	0	0	0.00128	0	0	0	0	0	0	0	0	0	0	0.01545	0	0	0.01346	0	0	0	0.00711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42048	0	0	0	0.23354	0	0	0	0	0	0.01384	0	0	0.06477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014
Clostridium_sp_CAG_299	2|1239|186801|186802|31979|1485|1262792	0	0	0	0.24842	0	0.31144	0	0	0	0	0	0	0.06757	0	0	0	0	0.01305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00531	0	0	0.09136	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06246	0	0	0.01148	0	0	0	0	0	0	0	0	0.22015	0	0	0	0	0	0	0.07281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_411	2|1239|186801|186802|31979|1485|1262802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00108	0	0	0	0.00265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00437	0	0	0	0.02489	0.21599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_413	2|1239|186801|186802|31979|1485|1262803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02026	0	0	0	0	0	0	0	0.01749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_510	2|1239|186801|186802|31979|1485|1262816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27482	0	0.0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_58	2|1239|186801|186802|31979|1485|1262824	0.16597	0.19109	0	0.18397	0.00417	0.43297	0.00015	0	0.19021	0	0.07657	0	0.20543	0	0.45863	0.00973	0	0	0.04911	0.01609	0	0	0.07856	0.02712	0.03684	0	0.15678	0	0	0.02393	0	0.02044	0.02914	0	0	0.00469	0	0	0	0	0	0	0.0717	0.20565	0.03467	0	0	0.00135	0	0	0	0	0	0.01053	0	0.00079	0.1085	0.06147	0	0	0.01733	0.00105	0	0.09347	0.00253	0	0	0	0	0.74653	0	0	0.00897	0	0	0	0	0.00174	0	0	0	0	0.04951	0.20344	0.00289	0	0	0	0	0	0.00314	0	0	0	0	0.16376	0	0	0	0.27047	0.0212	0.09757	0	0.15971	0.15269	0	0	0.39224	0	0.05468	0	0.04739	0.00089	0	0.08354	0.09885	0.01308	0.01912	0.12124	0.02486	0.04579	0	0	0	0.11533	0	0	0	0	0	0.02494	0	0	0	0.1769	0.01433	0.0503	0	0	0	0	0	0	0	0.25337	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02799	0	0.01447	0	0.02118	0.11448
Clostridium_sp_CAG_590	2|1239|186801|186802|31979|1485|1262825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_CAG_964	2|1239|186801|186802|31979|1485|1262848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_D5	2|1239|186801|186802|31979|1485|556261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01282	0	0	0	0	0.00152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
